nom,note,photo,lien,prix
iPhone 13 128Go Midnight,"Score global : 4,5 étoiles sur 5",https://www.cdiscount.com/pdt2/2/8/9/1/300x300/app0194252707289/rw/iphone-13-128go-midnight.jpg,https://www.cdiscount.com/telephonie/telephone-mobile/iphone-13-128go-midnight/f-1440402-app0194252707289.html#mpos=0|cd,699€00
iPhone 13 128Go Starlight,"Score global : 4,5 étoiles sur 5",https://www.cdiscount.com/pdt2/5/5/5/1/300x300/app0194252707555/rw/iphone-13-128go-starlight.jpg,https://www.cdiscount.com/telephonie/telephone-mobile/iphone-13-128go-starlight/f-1440402-app0194252707555.html#mpos=0|cd,699€00
iPhone 13 128Go Blue,"Score global : 4,5 étoiles sur 5",https://www.cdiscount.com/pdt2/3/6/1/1/300x300/app0194252708361/rw/iphone-13-128go-blue.jpg,https://www.cdiscount.com/telephonie/telephone-mobile/iphone-13-128go-blue/f-1440402-app0194252708361.html#mpos=0|cd,699€00
iPhone 13 128Go Pink,"Score global : 4,5 étoiles sur 5",https://www.cdiscount.com/pdt2/8/2/1/1/300x300/app0194252707821/rw/iphone-13-128go-pink.jpg,https://www.cdiscount.com/telephonie/telephone-mobile/iphone-13-128go-pink/f-1440402-app0194252707821.html#mpos=0|cd,699€00
iPhone 13 128Go Vert,"Score global : 4,5 étoiles sur 5",https://www.cdiscount.com/pdt2/e/e/n/1/300x300/ip13128green/rw/iphone-13-128go-vert.jpg,https://www.cdiscount.com/telephonie/telephone-mobile/iphone-13-128go-vert/f-1440402-ip13128green.html#mpos=0|cd,699€00
APPLE iPhone 13 512Go (PRODUCT) RED,Score global : 5 étoiles sur 5,https://www.cdiscount.com/pdt2/u/g/e/1/300x300/iphone13512rouge/rw/apple-iphone-13-512go-product-red.jpg,https://www.cdiscount.com/telephonie/telephone-mobile/apple-iphone-13-512go-red-earpods-inclus/f-1440402-iphone13512rouge.html#mpos=0|cd,1079€00
APPLE iPhone 13 512Go Pink,Score global : 5 étoiles sur 5,https://www.cdiscount.com/pdt2/o/s/e/1/300x300/iphone13512rose/rw/apple-iphone-13-512go-pink.jpg,https://www.cdiscount.com/telephonie/telephone-mobile/apple-iphone-13-512go-pink-earpods-inclus/f-1440402-iphone13512rose.html#mpos=0|cd,1079€00
iPhone 13 256Go Vert,"Score global : 4,5 étoiles sur 5",https://www.cdiscount.com/pdt2/e/e/n/1/300x300/ip13256green/rw/iphone-13-256go-vert.jpg,https://www.cdiscount.com/telephonie/telephone-mobile/iphone-13-256go-vert/f-1440402-ip13256green.html#mpos=0|cd,829€00
iPhone 13 128Go Red,Score global : 5 étoiles sur 5,https://www.cdiscount.com/pdt2/0/9/5/1/300x300/app0194252708095/rw/iphone-13-128go-red.jpg,https://www.cdiscount.com/telephonie/telephone-mobile/iphone-13-128go-red/f-1440402-app0194252708095.html#mpos=0|cd,699€00
iPhone 13 512Go Vert,Score global : 5 étoiles sur 5,https://www.cdiscount.com/pdt2/e/e/n/1/300x300/ip13512green/rw/iphone-13-512go-vert.jpg,https://www.cdiscount.com/telephonie/telephone-mobile/iphone-13-512go-vert/f-1440402-ip13512green.html#mpos=0|cd,1079€00
APPLE iPhone 13 128 Go Midnight (2021) - Reconditionné - Excellent état,Score global : 4 étoiles sur 5,https://www.cdiscount.com/pdt2/e/x/e/1/300x300/rcdapp0032098exe/rw/apple-iphone-13-128-go-midnight-2021-reconditi.jpg,https://www.cdiscount.com/telephonie/telephone-mobile/apple-iphone-13-128-go-midnight-2021-reconditi/f-1440402-rcdapp0032098exe.html?idOffre=2403030787#mpos=0|mp,499€00
APPLE iPhone 13 128 Go Pink (2021) - Reconditionné - Excellent état,"Score global : 4,5 étoiles sur 5",https://www.cdiscount.com/pdt2/e/x/e/1/300x300/rcdapp0034630exe/rw/apple-iphone-13-128-go-pink-2021-reconditionne.jpg,https://www.cdiscount.com/telephonie/telephone-mobile/apple-iphone-13-128-go-pink-2021-reconditionne/f-1440402-rcdapp0034630exe.html?idOffre=2638481645#mpos=0|mp,498€99
APPLE iPhone 13 128 Go Starlight (2021) - Reconditionné - Excellent état,"Score global : 4,5 étoiles sur 5",https://www.cdiscount.com/pdt2/e/x/e/1/300x300/rcdapp0033364exe/rw/apple-iphone-13-128-go-starlight-2021-recondit.jpg,https://www.cdiscount.com/telephonie/telephone-mobile/apple-iphone-13-128-go-starlight-2021-recondit/f-1440402-rcdapp0033364exe.html?idOffre=2403030778#mpos=0|mp,499€00
APPLE iPhone 13 128 Go Bleu (2021) - Reconditionné - Excellent état,"Score global : 4,5 étoiles sur 5",https://www.cdiscount.com/pdt2/e/x/e/1/300x300/rcdapp0036170exe/rw/apple-iphone-13-128-go-bleu-2021-reconditionne.jpg,https://www.cdiscount.com/telephonie/telephone-mobile/apple-iphone-13-128-go-bleu-2021-reconditionne/f-1440402-rcdapp0036170exe.html?idOffre=2403030792#mpos=0|mp,499€99
APPLE iPhone 13 Pro 128 Go Sierra Blue (2021) - Reconditionné - Excellent état,Score global : 4 étoiles sur 5,https://www.cdiscount.com/pdt2/e/x/e/1/300x300/rcdapp0050236exe/rw/apple-iphone-13-pro-128-go-sierra-blue-2021-re.jpg,https://www.cdiscount.com/telephonie/telephone-mobile/apple-iphone-13-pro-128-go-sierra-blue-2021-re/f-1440402-rcdapp0050236exe.html?idOffre=2631662359#mpos=0|mp,623€99
APPLE iPhone 13 128 Go Rouge (2021) - Reconditionné - Excellent état,"Score global : 4,5 étoiles sur 5",https://www.cdiscount.com/pdt2/e/x/e/1/300x300/rcdapp0035906exe/rw/apple-iphone-13-128-go-rouge-2021-reconditionn.jpg,https://www.cdiscount.com/telephonie/telephone-mobile/apple-iphone-13-128-go-rouge-2021-reconditionn/f-1440402-rcdapp0035906exe.html?idOffre=3001437150#mpos=0|mp,495€99
APPLE iPhone 13 256 Go Bleu - Reconditionné - Excellent état,Score global : 4 étoiles sur 5,https://www.cdiscount.com/pdt2/e/x/e/1/300x300/rcdapp0041528exe/rw/apple-iphone-13-256-go-bleu-reconditionne-exce.jpg,https://www.cdiscount.com/telephonie/telephone-mobile/apple-iphone-13-256-go-bleu-reconditionne-exce/f-1440402-rcdapp0041528exe.html?idOffre=2652004177#mpos=0|mp,538€66
APPLE iPhone 13 mini 128 Go Pink (2021) - Reconditionné - Excellent état,Score global : 5 étoiles sur 5,https://www.cdiscount.com/pdt2/e/x/e/1/300x300/rcdapp0003062exe/rw/apple-iphone-13-mini-128-go-pink-2021-recondit.jpg,https://www.cdiscount.com/telephonie/telephone-mobile/apple-iphone-13-mini-128-go-pink-2021-recondit/f-1440402-rcdapp0003062exe.html?idOffre=2600547738#mpos=0|mp,456€50
APPLE iPhone 13 mini 128 Go Starlight (2021) - Reconditionné - Excellent état,"Score global : 4,5 étoiles sur 5",https://www.cdiscount.com/pdt2/e/x/e/1/300x300/rcdapp0002790exe/rw/apple-iphone-13-mini-128-go-starlight-2021-rec.jpg,https://www.cdiscount.com/telephonie/telephone-mobile/apple-iphone-13-mini-128-go-starlight-2021-rec/f-1440402-rcdapp0002790exe.html?idOffre=2600593668#mpos=0|mp,464€88
APPLE iPhone 13 256 Go Pink (2021) - Reconditionné - Excellent état,Score global : 4 étoiles sur 5,https://www.cdiscount.com/pdt2/e/x/e/1/300x300/rcdapp0039989exe/rw/apple-iphone-13-256-go-pink-2021-reconditionne.jpg,https://www.cdiscount.com/telephonie/telephone-mobile/apple-iphone-13-256-go-pink-2021-reconditionne/f-1440402-rcdapp0039989exe.html?idOffre=2410955815#mpos=0|mp,559€99
APPLE iPhone 13 256 Go Midnight (2021) - Reconditionné - Excellent état,"Score global : 4,5 étoiles sur 5",https://www.cdiscount.com/pdt2/e/x/e/1/300x300/rcdapp0037446exe/rw/apple-iphone-13-256-go-midnight-2021-reconditi.jpg,https://www.cdiscount.com/telephonie/telephone-mobile/apple-iphone-13-256-go-midnight-2021-reconditi/f-1440402-rcdapp0037446exe.html?idOffre=2638481652#mpos=0|mp,557€79
APPLE iPhone 13 128 Go Vert - Reconditionné - Excellent état,Score global : 4 étoiles sur 5,https://www.cdiscount.com/pdt2/e/x/e/1/300x300/rcdapp0029011exe/rw/apple-iphone-13-128-go-vert-reconditionne-exce.jpg,https://www.cdiscount.com/telephonie/telephone-mobile/apple-iphone-13-128-go-vert-reconditionne-exce/f-1440402-rcdapp0029011exe.html?idOffre=2516429048#mpos=0|mp,588€00
APPLE iPhone 13 mini 128 Go Rouge (2021) - Reconditionné - Excellent état,Score global : 5 étoiles sur 5,https://www.cdiscount.com/pdt2/e/x/e/1/300x300/rcdapp0004338exe/rw/apple-iphone-13-mini-128-go-rouge-2021-recondi.jpg,https://www.cdiscount.com/telephonie/telephone-mobile/apple-iphone-13-mini-128-go-rouge-2021-recondi/f-1440402-rcdapp0004338exe.html?idOffre=2600560831#mpos=0|mp,462€88
